song_id,timestamp,label,mapped_label
752,0.0,Silence,Silence
752,0.139319727,Intro,Intro
752,21.083061224,Head,Head
752,47.113287981,Transition,Transition
752,67.964807256,Head,Head
752,94.117936507,Transition,Transition
752,108.057029478,no_function,Other
752,134.090385487,Transition,Transition
752,154.955963718,Head,Head
752,181.069070294,Transition,Transition
752,194.959637188,Head,Head
752,221.030748299,Transition,Transition
752,234.964920634,Head,Head
752,261.058049886,Outro,Outro
752,299.863219954,Silence,Silence
752,301.731519274,End,End
791,0.0,Silence,Silence
791,0.400544217,Intro,Intro
791,23.946938775,no_function,Other
791,67.162199546,no_function,Other
791,110.824897959,no_function,Other
791,152.726666666,no_function,Other
791,199.154195011,Outro,Outro
791,227.108548752,End,End
550,0.0,Silence,Silence
550,0.371519274,no_function,Other
550,67.647913832,no_function,Other
550,103.35201814,no_function,Other
550,133.688888888,no_function,Other
550,141.467573696,Outro,Outro
550,152.890408163,Silence,Silence
550,153.787845804,End,End
236,0.0,Silence,Silence
236,0.114285714,no_function,Other
236,46.161269841,no_function,Other
236,92.951678004,no_function,Other
236,141.471519274,Silence,Silence
236,145.03861678,End,End
578,0.0,Silence,Silence
578,0.481632653,Intro,Intro
578,8.0,Intro,Intro
578,22.987755102,Pre-Verse,Pre-verse
578,38.02079365,Verse,Verse
578,52.923287981,Verse,Verse
578,67.964807256,Chorus,Chorus
578,87.609523809,Pre-Verse,Pre-verse
578,102.67755102,Verse,Verse
578,117.637845804,no_function,Other
578,132.676961451,Pre-Chorus,Pre-chorus
578,147.590929705,Chorus,Chorus
578,213.233174603,Interlude,Interlude
578,230.086712018,Chorus,Chorus
578,265.680226757,Outro,Outro
578,280.696258503,Outro,Outro
578,295.694988662,Fade-out,Fade-out
578,310.67185941,Silence,Silence
578,313.6,End,End
587,0.0,Silence,Silence
587,0.230589569,Intro,Intro
587,55.233809523,Verse,Verse
587,74.102834467,Transition,Transition
587,83.750725623,Verse,Verse
587,93.209637188,Chorus,Chorus
587,111.719614512,Interlude,Interlude
587,121.027120181,Bridge,Bridge
587,140.044172335,Outro,Outro
587,176.899002267,Fade-out,Fade-out
587,190.761133786,Silence,Silence
587,195.332879818,End,End
424,0.0,Silence,Silence
424,0.669387755,Intro,Intro
424,32.214240362,Head,Head
424,65.438548752,Solo,Solo
424,297.216417233,Head,Head
424,376.727029478,Head,Head
424,407.808072562,Head,Head
424,438.797324263,Outro,Outro
424,464.633514739,Silence,Silence
424,470.402993197,End,End
342,0.0,Silence,Silence
342,0.30185941,Chorus,Chorus
342,73.812721088,Verse,Verse
342,95.875192743,Fade-out,Fade-out
342,123.911292517,Interlude,Interlude
342,160.124807256,Chorus,Chorus
342,186.850975056,Solo,Solo
342,272.056712018,Chorus,Chorus
342,324.150566893,Silence,Silence
342,327.836734693,End,End
356,0.0,Silence,Silence
356,0.162539682,Intro,Intro
356,20.031723356,Chorus,Chorus
356,48.575532879,Verse,Verse
356,96.077845804,Chorus,Chorus
356,124.58526077,Bridge,Bridge
356,162.654172335,Chorus,Chorus
356,191.123446712,Verse,Verse
356,229.179523809,Chorus,Chorus
356,257.711133786,Bridge,Bridge
356,286.220408163,Chorus,Chorus
356,314.755215419,Outro,Outro
356,334.08,End,End
1615,0.0,Silence,Silence
1615,0.789478458,Intro,Intro
1615,24.38095238,Pre-Verse,Pre-verse
1615,33.994013605,Verse,Verse
1615,110.991383219,Chorus,Chorus
1615,129.660226757,Transition,Transition
1615,134.629297052,Verse,Verse
1615,173.360181405,Chorus,Chorus
1615,192.168344671,Transition,Transition
