song_id,timestamp,label,mapped_label
1211,0.0,Silence,Silence
1211,0.026530612,Intro,Intro
1211,20.163469387,Verse,Verse
1211,60.475034013,Chorus,Chorus
1211,80.083809523,Verse,Verse
1211,100.0830839,break,Other
1211,120.107641723,Chorus,Chorus
1211,139.667755102,Chorus,Chorus
1211,159.176734693,Outro,Outro
1211,177.371428571,applause,Other
1211,182.374603174,Silence,Silence
1211,182.386938775,End,End
1239,0.0,Silence,Silence
1239,0.042403628,spoken_voice,Other
1239,85.82095238,Verse,Verse
1239,138.732403628,Verse,Verse
1239,194.637777777,Instrumental,Instrumental
1239,249.44648526,Verse,Verse
1239,303.406530612,applause,Other
1239,319.37478458,Silence,Silence
1239,319.399183673,End,End
975,0.0,Intro,Intro
975,0.0,Silence,Silence
975,16.174965986,Transition,Transition
975,23.23510204,Verse,Verse
975,51.795170068,Chorus,Chorus
975,66.210521541,Transition,Transition
975,73.386870748,Verse,Verse
975,101.962562358,Chorus,Chorus
975,116.498707482,Transition,Transition
975,130.78664399,Transition,Transition
975,137.839773242,Instrumental,Instrumental
975,137.839773242,Solo,Solo
975,185.874965986,Instrumental,Instrumental
975,185.874965986,Solo,Solo
975,282.658594104,Instrumental,Instrumental
975,282.658594104,Solo,Solo
975,296.747097505,Transition,Transition
975,303.915283446,Verse,Verse
975,332.419229024,Chorus,Chorus
975,346.490929705,Outro,Outro
975,413.155079365,no_function,Other
975,457.404081632,End,End
975,457.404081632,Silence,Silence
1007,0.0,Silence,Silence
1007,0.032653061,Intro,Intro
1007,17.600725623,Verse,Verse
1007,43.576870748,Verse,Verse
1007,69.674829931,Bridge,Bridge
1007,88.411587301,Instrumental,Instrumental
1007,114.443877551,Verse,Verse
1007,140.268049886,Chorus,Chorus
1007,154.995782312,Outro,Outro
1007,161.772040816,no_function,Other
1007,173.665306122,Silence,Silence
1007,173.724761904,End,End
1013,0.0,Silence,Silence
1013,0.119002267,Intro,Intro
1013,15.945691609,Interlude,Interlude
1013,27.856961451,Verse,Verse
1013,60.267210884,Pre-Chorus,Pre-chorus
1013,77.833287981,Chorus,Chorus
1013,105.69723356,Interlude,Interlude
1013,121.413424036,Solo,Solo
1013,156.64063492,Verse,Verse
1013,189.685600907,Pre-Chorus,Pre-chorus
1013,207.038140589,Chorus,Chorus
1013,234.479637188,Instrumental,Instrumental
1013,250.171791383,Interlude,Interlude
1013,265.729841269,Bridge,Bridge
1013,292.192040816,Chorus,Chorus
1013,344.382086167,no_function,Other
1013,453.485714285,Silence,Silence
1013,453.511836734,End,End
1198,0.0,silence,Silence
1198,4.411791383,Intro,Intro
1198,42.956916099,Head,Head
1198,58.036507936,break,Other
1198,93.375328798,break,Other
1198,111.416666666,Solo,Solo
1198,271.118163265,Solo,Solo
1198,351.490045351,Solo,Solo
1198,454.008163265,Head,Head
1198,468.999478458,break,Other
1198,480.457142857,break,Other
1198,484.114285714,no_function,Other
1198,501.01755102,Outro,Outro
1198,516.16063492,no_function,Other
1198,550.295510204,End,End
1173,0.0,Silence,Silence
1173,0.04063492,Chorus,Chorus
1173,23.506916099,Solo,Solo
1173,136.168163265,Chorus,Chorus
1173,158.527052154,Solo,Solo
1173,224.444081632,Solo,Solo
1173,291.260816326,Solo,Solo
1173,335.62095238,Verse,Verse
1173,390.510839002,Solo,Solo
1173,474.470748299,Silence,Silence
1173,474.514285714,End,End
1371,0.0,Silence,Silence
1371,0.061224489,no_function,Other
1371,6.530612244,Verse,Verse
1371,23.42941043,Pre-Chorus,Pre-chorus
1371,38.000839002,Chorus,Chorus
1371,52.696757369,Verse,Verse
1371,67.208888888,Pre-Chorus,Pre-chorus
1371,81.833038548,Chorus,Chorus
1371,96.512947845,Instrumental,Instrumental
1371,96.512947845,Solo,Solo
1371,111.137210884,Solo,Solo
1371,125.865895691,Chorus,Chorus
1371,140.524897959,Verse,Verse
1371,155.09292517,Pre-Chorus,Pre-chorus
1371,169.444829931,Chorus,Chorus
1371,191.301201814,Outro,Outro
1371,203.808163265,no_function,Other
1371,247.040816326,Silence,Silence
1371,247.066122448,End,End
1365,0.0,Silence,Silence
1365,0.052244897,Intro,Intro
1365,10.090226757,Verse,Verse
1365,28.232698412,Verse,Verse
1365,46.525396825,Chorus,Chorus
1365,67.440453514,Verse,Verse
1365,85.489773242,Chorus,Chorus
1365,106.507573696,Bridge,Bridge
1365,127.381020408,Chorus,Chorus
1365,148.371791383,Chorus,Chorus
1365,169.287573696,Outro,Outro
1365,194.701269841,no_function,Other
1365,228.379863945,Silence,Silence
1365,228.466938775,End,End
1403,0.0,Silence,Silence
1403,0.046439909,no_function,Other
1403,4.109931972,Chorus,Chorus
1403,26.765306122,Verse,Verse
1403,46.232585034,Verse,Verse
1403,65.974263038,Chorus,Chorus
1403,88.632448979,Verse,Verse
1403,111.522879818,Chorus,Chorus
1403,134.205736961,Instrumental,Instrumental
1403,153.977052154,Instrumental,Instrumental
1403,173.175170068,Solo,Solo
1403,188.556848072,Chorus,Chorus
1403,210.996780045,Chorus,Chorus
1403,233.173038548,Chorus,Chorus
1403,252.65632653,no_function,Other
1403,289.639909297,Silence,Silence
1403,289.671836734,End,End
1359,0.0,Silence,Silence
1359,0.053696145,no_function,Other
1359,8.359183673,Intro,Intro
1359,14.18739229,Verse,Verse
1359,21.408798185,Chorus,Chorus
1359,28.084263038,Verse,Verse
1359,35.630340136,Chorus,Chorus
1359,47.359977324,no_function,Other
1359,93.413877551,Silence,Silence
1359,94.641632653,End,End
1358,0.0,Silence,Silence
1358,0.052244897,no_function,Other
1358,7.515170068,Intro,Intro
1358,20.26585034,no_function,Other
1358,40.407346938,no_function,Other
1358,55.383038548,no_function,Other
1358,79.859002267,Solo,Solo
1358,94.884807256,no_function,Other
1358,119.248752834,Solo,Solo
1358,134.054104308,Outro,Outro
1358,153.736553287,no_function,Other
1358,157.887891156,End,End
1364,0.0,Silence,Silence
1364,0.052244897,no_function,Other
1364,2.828276643,Intro,Intro
1364,14.657596371,Instrumental,Instrumental
1364,26.583741496,Interlude,Interlude
1364,32.624965986,Instrumental,Instrumental
1364,44.928458049,Interlude,Interlude
1364,50.972902494,Verse,Verse
1364,63.257414965,Interlude,Interlude
1364,69.442970521,Verse,Verse
1364,81.92201814,Interlude,Interlude
1364,88.045283446,Pre-Chorus,Pre-chorus
1364,94.177800453,Chorus,Chorus
1364,118.497823129,Verse,Verse
1364,131.018140589,Interlude,Interlude
1364,137.20909297,Verse,Verse
1364,149.581020408,Interlude,Interlude
1364,155.759682539,Pre-Chorus,Pre-chorus
1364,161.806122448,Chorus,Chorus
1364,186.41526077,Verse,Verse
1364,198.73664399,Interlude,Interlude
1364,204.962834467,Verse,Verse
1364,217.380929705,Interlude,Interlude
1364,223.538571428,Instrumental,Instrumental
1364,247.64185941,Solo,Solo
1364,272.114897959,Solo,Solo
1364,296.449614512,Solo,Solo
1364,320.798185941,Solo,Solo
1364,345.425827664,Instrumental,Instrumental
1364,357.757619047,Interlude,Interlude
1364,372.033174603,no_function,Other
1364,438.206984126,Silence,Silence
1364,438.230204081,End,End
1402,0.0,silence,Silence
1402,27.087188208,Intro,Intro
1402,56.894852607,Verse,Verse
1402,76.065328798,Chorus,Chorus
1402,96.022993197,Transition,Transition
1402,116.359977324,Verse,Verse
1402,136.229637188,Chorus,Chorus
1402,156.336190476,Transition,Transition
1402,176.644331065,Bridge,Bridge
1402,216.619546485,Transition,Transition
1402,237.167188208,Solo,Solo
1402,277.920975056,Verse,Verse
1402,300.617052154,Solo,Solo
1402,320.549047619,Solo,Solo
1402,566.30446712,Transition,Transition
1402,586.855600907,Solo,Solo
1402,669.118231292,no_function,Other
1402,677.328979591,End,End
1416,0.0,Silence,Silence
1416,0.087074829,Intro,Intro
1416,15.455396825,Chorus,Chorus
1416,30.030997732,Interlude,Interlude
1416,44.878911564,Chorus,Chorus
1416,59.317573696,Verse,Verse
1416,88.550408163,Chorus,Chorus
1416,103.040022675,Verse,Verse
1416,132.239206349,Interlude,Interlude
1416,161.714285714,Chorus,Chorus
1416,176.216235827,Instrumental,Instrumental
1416,190.957414965,Solo,Solo
1416,279.222222222,Solo,Solo
1416,308.79292517,Solo,Solo
1416,344.482607709,Chorus,Chorus
1416,358.95095238,Solo,Solo
1416,387.379841269,Chorus,Chorus
1416,402.108412698,no_function,Other
1416,448.841723356,Silence,Silence
1416,448.862040816,End,End
1370,0.0,Silence,Silence
1370,0.044897959,Intro,Intro
1370,17.714693877,Verse,Verse
1370,52.980249433,Pre-Chorus,Pre-chorus
1370,72.167619047,Chorus,Chorus
1370,89.768344671,Verse,Verse
1370,125.082675736,Pre-Chorus,Pre-chorus
1370,144.265578231,Chorus,Chorus
1370,144.265578231,Outro,Outro
1370,163.371428571,no_function,Other
1370,240.979591836,Silence,Silence
1370,241.005714285,End,End
1166,0.0,Silence,Silence
1166,0.063854875,Intro,Intro
1166,23.805986394,Pre-Verse,Pre-verse
1166,35.287369614,Verse,Verse
1166,46.782857142,Chorus,Chorus
1166,63.756349206,post-chorus,Post-chorus
1166,75.46877551,Verse,Verse
1166,97.586893424,Chorus,Chorus
1166,135.813877551,Solo,Solo
1166,157.348412698,Verse,Verse
1166,178.88292517,Chorus,Chorus
1166,219.493990929,no_function,Other
1166,246.674852607,End,End
1172,0.0,Silence,Silence
1172,0.106122448,Intro,Intro
1172,14.373151927,Interlude,Interlude
1172,25.079115646,Verse,Verse
1172,41.561020408,Chorus,Chorus
1172,57.798707482,Interlude,Interlude
1172,65.65079365,Verse,Verse
1172,82.414195011,Chorus,Chorus
1172,99.15941043,Interlude,Interlude
1172,111.929229024,Verse,Verse
1172,128.915487528,Chorus,Chorus
1172,145.842448979,Interlude,Interlude
1172,154.217074829,Verse,Verse
1172,171.257800453,Chorus,Chorus
1172,187.931315192,Solo,Solo
1172,204.910453514,Interlude,Interlude
1172,212.853832199,Verse,Verse
1172,229.481609977,Chorus,Chorus
1172,246.01909297,Interlude,Interlude
1172,254.144263038,Verse,Verse
1172,271.349659863,Chorus,Chorus
1172,288.051315192,Solo,Solo
1172,305.207437641,Coda,Coda
1172,310.775941043,no_function,Other
1172,320.946938775,Silence,Silence
1172,321.01877551,End,End
1199,0.0,Silence,Silence
1199,0.104489795,no_function,Other
1199,13.959070294,Verse,Verse
1199,57.767505668,Verse,Verse
1199,79.73755102,no_function,Other
1199,115.780612244,Solo,Solo
1199,148.675895691,Outro,Outro
1199,159.040430839,no_function,Other
1199,241.76324263,End,End
1012,0.0,Silence,Silence
1012,0.044897959,no_function,Other
1012,0.557278911,Intro,Intro
1012,4.134376417,Instrumental,Instrumental
1012,18.339229024,Verse,Verse
1012,46.792380952,Chorus,Chorus
1012,75.341179138,Verse,Verse
1012,103.525668934,Chorus,Chorus
1012,132.136802721,Bridge,Bridge
1012,158.754829931,Solo,Solo
1012,187.168321995,Chorus,Chorus
1012,215.862675736,Instrumental,Instrumental
1012,248.450385487,no_function,Other
1012,254.008163265,Silence,Silence
1012,254.040816326,End,End
1006,0.0,Silence,Silence
1006,0.048979591,Intro,Intro
1006,13.712222222,Verse,Verse
1006,27.951111111,Bridge,Bridge
1006,34.903265306,Verse,Verse
1006,49.182290249,Bridge,Bridge
1006,63.062539682,Chorus,Chorus
1006,89.894217687,Bridge,Bridge
1006,96.859478458,Verse,Verse
1006,111.048299319,Bridge,Bridge
1006,124.906984126,Chorus,Chorus
1006,151.695442176,Bridge,Bridge
1006,158.426916099,Chorus,Chorus
1006,178.659546485,Bridge,Bridge
1006,192.179138321,Chorus,Chorus
1006,218.715079365,Chorus,Chorus
1006,245.259024943,Outro,Outro
1006,255.069387755,no_function,Other
1006,258.094126984,End,End
1006,258.094126984,Silence,Silence
960,0.0,Silence,Silence
960,0.048979591,stage_sounds,Other
960,1.499070294,no_function,Other
960,12.904852607,Head,Head
960,44.391836734,Head,Head
960,76.260068027,Solo,Solo
960,108.702040816,Bridge,Bridge
960,130.310362811,Solo,Solo
960,162.158526077,Solo,Solo
960,244.085646258,Head,Head
960,270.695238095,Outro,Outro
960,289.133696145,applause,Other
960,293.773990929,Silence,Silence
960,293.776938775,End,End
974,0.0,Silence,Silence
974,0.162539682,Intro,Intro
974,3.028321995,Verse,Verse
974,26.985328798,Chorus,Chorus
974,51.198548752,Transition,Transition
974,63.969931972,Verse,Verse
974,87.689478458,Chorus,Chorus
974,111.601768707,Transition,Transition
974,131.598435374,Verse,Verse
974,155.475510204,Chorus,Chorus
974,183.465623582,no_function,Other
974,217.218662131,Silence,Silence
974,217.272494331,End,End
1238,0.0,Silence,Silence
1238,0.048,no_function,Other
1238,2.368,Solo,Solo
1238,8.760916666,banjo,Other
1238,12.927791666,Verse,Verse
1238,29.7953125,Verse,Verse
1238,46.5738125,Chorus,Chorus
1238,63.614083333,Transition,Transition
1238,67.753645833,Verse,Verse
1238,84.486541666,Chorus,Chorus
1238,101.5475,Solo,Solo
1238,118.243395833,Solo,Solo
1238,134.511270833,Verse,Verse
1238,151.880333333,Chorus,Chorus
1238,175.490666666,Silence,Silence
1238,175.512,End,End
1210,0.0,Silence,Silence
1210,0.046439909,no_function,Other
1210,0.185759637,Intro,Intro
1210,26.89324263,Chorus,Chorus
1210,44.444217687,Interlude,Interlude
1210,53.231995464,Chorus,Chorus
1210,70.800544217,Interlude,Interlude
1210,79.504353741,Verse,Verse
1210,97.22739229,Interlude,Interlude
1210,106.005011337,Chorus,Chorus
1210,123.609931972,Verse,Verse
1210,140.939319727,Silence,Silence
1210,140.982857142,End,End
1204,0.0,Silence,Silence
1204,0.046439909,Intro,Intro
1204,34.561904761,Bridge,Bridge
1204,38.354965986,Intro,Intro
1204,55.247777777,Head,Head
1204,72.556439909,Solo,Solo
1204,104.574512471,Interlude,Interlude
1204,122.430816326,Theme,Theme
1204,157.004580498,Solo,Solo
1204,241.030385487,Bridge,Bridge
1204,249.574149659,Theme,Theme
1204,283.373945578,Solo,Solo
1204,342.110294784,Bridge,Bridge
1204,358.622403628,Solo,Solo
1204,575.702154195,Outro,Outro
1204,593.87802721,no_function,Other
1204,647.801904761,Silence,Silence
1204,647.836734693,End,End
989,0.0,Silence,Silence
989,0.046439909,no_function,Other
989,2.35356009,Intro,Intro
989,5.713628117,Solo,Solo
989,18.541133786,Instrumental,Instrumental
989,31.184399092,Instrumental,Instrumental
989,43.607074829,Transition,Transition
989,46.741768707,Verse,Verse
989,59.097324263,Chorus,Chorus
989,71.093809523,Transition,Transition
989,74.338684807,Instrumental,Instrumental
989,86.516281179,Instrumental,Instrumental
989,98.545487528,Transition,Transition
989,101.587301587,Verse,Verse
989,113.731337868,Chorus,Chorus
989,125.807278911,Transition,Transition
989,128.975238095,Solo,Solo
989,135.149433106,Interlude,Interlude
989,147.835532879,Interlude,Interlude
989,160.290816326,Interlude,Interlude
989,172.977301587,Interlude,Interlude
989,185.705215419,Interlude,Interlude
989,198.113174603,Interlude,Interlude
989,210.521224489,Interlude,Interlude
989,222.821179138,Transition,Transition
989,225.825396825,Instrumental,Instrumental
989,237.90063492,Instrumental,Instrumental
989,249.962811791,Solo,Solo
989,261.820907029,Solo,Solo
989,273.577687074,Chorus,Chorus
989,285.364489795,Transition,Transition
989,288.272040816,Instrumental,Instrumental
989,299.985736961,Instrumental,Instrumental
989,311.777301587,Coda,Coda
989,324.930975056,no_function,Other
989,333.676553287,Silence,Silence
989,333.714285714,End,End
1212,0.0,Silence,Silence
1212,0.039183673,Intro,Intro
1212,73.924195011,Head,Head
1212,104.782494331,Solo,Solo
1212,197.97430839,Head,Head
1212,218.643197278,Solo,Solo
1212,348.268049886,Head,Head
1212,368.76292517,Solo,Solo
1212,481.860770975,Head,Head
1212,513.142607709,no_function,Other
1212,517.707414965,Outro,Outro
1212,556.152721088,no_function,Other
1212,655.438344671,End,End
1206,0.0,silence,Silence
1206,0.65015873,Intro,Intro
1206,5.355986394,Intro,Intro
1206,14.511020408,Verse,Verse
1206,33.874217687,Verse,Verse
1206,53.146734693,Chorus,Chorus
1206,67.855351473,Verse,Verse
1206,87.226349206,Solo,Solo
1206,106.178458049,Chorus,Chorus
1206,120.822494331,Verse,Verse
1206,140.137006802,Outro,Outro
1206,152.417687074,no_function,Other
1206,202.527346938,End,End
962,0.0,Silence,Silence
962,0.049342403,no_function,Other
962,15.18585034,Intro,Intro
962,56.47031746,Verse,Verse
962,104.258390022,Verse,Verse
962,183.681451247,Solo,Solo
962,318.602902494,Verse,Verse
962,369.624263038,Verse,Verse
962,399.755396825,Interlude,Interlude
962,426.062947845,Verse,Verse
962,459.219705215,Interlude,Interlude
962,480.28154195,Coda,Coda
962,541.628662131,no_function,Other
962,579.770340136,Silence,Silence
962,579.787755102,End,End
976,0.0,Intro,Intro
976,0.0,silence,Silence
976,14.024852607,Verse,Verse
976,51.970544217,Verse,Verse
976,102.674331065,Verse,Verse
976,153.039274376,Verse,Verse
976,191.141292517,Outro,Outro
976,228.072290249,no_function,Other
976,244.263287981,End,End
1004,0.0,Silence,Silence
1004,0.04063492,no_function,Other
1004,0.580498866,Intro,Intro
1004,4.2492517,Interlude,Interlude
1004,30.161292517,Transition,Transition
1004,44.891995464,Verse,Verse
1004,74.257414965,Pre-Chorus,Pre-chorus
1004,81.816281179,Chorus,Chorus
1004,112.743106575,Transition,Transition
1004,119.733038548,Interlude,Interlude
1004,148.788049886,Interlude,Interlude
1004,170.421315192,Transition,Transition
1004,177.560136054,Verse,Verse
1004,206.094399092,Pre-Chorus,Pre-chorus
1004,213.184535147,Chorus,Chorus
1004,242.670430839,Transition,Transition
1004,249.557732426,Interlude,Interlude
1004,276.217777777,no_function,Other
1004,288.049342403,Silence,Silence
1004,288.078367346,End,End
1038,0.0,silence,Silence
1038,27.306666666,Intro,Intro
1038,78.931383219,Chorus,Chorus
1038,90.292721088,Verse,Verse
1038,112.951746031,Chorus,Chorus
1038,135.815941043,Solo,Solo
1038,147.068707482,Verse,Verse
1038,172.611133786,Chorus,Chorus
1038,187.043265306,Bridge,Bridge
1038,195.490272108,Interlude,Interlude
1038,243.22723356,Solo,Solo
1038,284.865759637,Outro,Outro
1038,330.448526077,no_function,Other
1038,355.068004535,End,End
1164,0.0,Silence,Silence
1164,1.64861678,Intro,Intro
1164,22.635306122,Instrumental,Instrumental
1164,44.254512471,Verse,Verse
1164,65.964807256,Instrumental,Instrumental
1164,76.930566893,Verse,Verse
1164,99.061315192,Pre-Chorus,Pre-chorus
1164,109.881065759,Chorus,Chorus
1164,131.825238095,Chorus,Chorus
1164,154.02292517,Interlude,Interlude
1164,176.094126984,Instrumental,Instrumental
1164,187.263446712,Verse,Verse
1164,209.646258503,Interlude,Interlude
1164,220.632358276,Verse,Verse
1164,242.649750566,Pre-Chorus,Pre-chorus
1164,253.348299319,Chorus,Chorus
1164,275.505646258,Chorus,Chorus
1164,297.377959183,Outro,Outro
1164,317.085827664,Outro,Outro
1164,336.064965986,Outro,Outro
1164,355.448684807,Outro,Outro
1164,374.289183673,Outro,Outro
1164,393.269591836,Outro,Outro
1164,412.084489795,Outro,Outro
1164,440.281882086,Outro,Outro
1164,459.1223356,Outro,Outro
1164,477.893424036,Outro,Outro
1164,502.302040816,Silence,Silence
1164,502.334693877,End,End
1170,0.0,Intro,Intro
1170,0.0,silence,Silence
1170,56.676802721,Verse,Verse
1170,92.612494331,Solo,Solo
1170,226.074965986,Verse,Verse
1170,261.714126984,Bridge,Bridge
1170,270.696099773,Solo,Solo
1170,375.585056689,Outro,Outro
1170,384.543151927,no_function,Other
1170,399.326712018,End,End
1158,0.0,Silence,Silence
1158,0.101587301,no_function,Other
1158,22.13877551,Intro,Intro
1158,81.288526077,Verse,Verse
1158,105.267913832,Verse,Verse
1158,129.126530612,Chorus,Chorus
1158,152.685714285,Solo,Solo
1158,176.021836734,Solo,Solo
1158,199.151020408,Bridge,Bridge
1158,239.183673469,Chorus,Chorus
1158,262.064671201,Interlude,Interlude
1158,267.771428571,Verse,Verse
1158,290.645691609,Coda,Coda
1158,334.008163265,no_function,Other
1158,362.231292517,Silence,Silence
1158,362.684081632,End,End
1399,0.0,Silence,Silence
1399,0.487619047,no_function,Other
1399,1.093832199,Intro,Intro
1399,16.839659863,Chorus,Chorus
1399,47.543877551,Instrumental,Instrumental
1399,47.543877551,Solo,Solo
1399,62.583900226,Chorus,Chorus
1399,93.599705215,Instrumental,Instrumental
1399,93.599705215,Solo,Solo
1399,108.879773242,Chorus,Chorus
1399,140.297596371,Instrumental,Instrumental
1399,140.297596371,Solo,Solo
1399,155.559863945,Chorus,Chorus
1399,171.183809523,Outro,Outro
1399,176.808344671,no_function,Other
